t,trust,state,hpl_op,hpl_dalc,est_x,est_y,est_z,gt_x,gt_y,gt_z,herr
151.008000,0.0006,INERTIAL,8.8589,24.3844,2.9479,-179.4252,2.0699,179.1790,0.5667,0.8628,nan
151.012000,0.0006,INERTIAL,8.8589,24.3844,2.9482,-179.4307,2.0696,179.1790,0.5667,0.8628,nan
151.016000,0.0006,INERTIAL,8.8589,24.3844,2.9485,-179.4362,2.0693,179.1790,0.5667,0.8628,nan
151.020000,0.0006,INERTIAL,8.8589,24.3844,2.9488,-179.4416,2.0690,179.2065,0.5677,0.8611,nan
151.028000,0.0006,INERTIAL,8.8589,24.3844,2.9494,-179.4526,2.0684,179.2065,0.5677,0.8611,nan
151.032000,0.0006,INERTIAL,8.8589,24.3844,2.9497,-179.4580,2.0681,179.2065,0.5677,0.8611,nan
151.036000,0.0006,INERTIAL,8.8589,24.3844,2.9499,-179.4635,2.0678,179.2065,0.5677,0.8611,nan
151.040000,0.0006,INERTIAL,8.8589,24.3844,2.9502,-179.4690,2.0675,179.2341,0.5686,0.8594,nan
151.048000,0.0006,INERTIAL,8.8589,24.3844,2.9508,-179.4799,2.0669,179.2341,0.5686,0.8594,nan
151.052000,0.0006,INERTIAL,8.8624,24.3942,2.9510,-179.4854,2.0665,179.2341,0.5686,0.8594,nan
151.056000,0.0006,INERTIAL,8.8624,24.3942,2.9527,-179.4910,2.0663,179.2341,0.5686,0.8594,nan
151.060000,0.0006,INERTIAL,8.8624,24.3942,2.9532,-179.4964,2.0658,179.2616,0.5694,0.8576,nan
151.068000,0.0006,INERTIAL,8.8624,24.3942,2.9537,-179.5074,2.0651,179.2616,0.5694,0.8576,nan
151.072000,0.0006,INERTIAL,8.8624,24.3942,2.9539,-179.5128,2.0648,179.2616,0.5694,0.8576,nan
151.076000,0.0006,INERTIAL,8.8624,24.3942,2.9542,-179.5183,2.0645,179.2616,0.5694,0.8576,nan
151.080000,0.0006,INERTIAL,8.8624,24.3942,2.9544,-179.5238,2.0642,179.2892,0.5702,0.8558,nan
151.088000,0.0006,INERTIAL,8.8624,24.3942,2.9549,-179.5347,2.0635,179.2892,0.5702,0.8558,nan
151.092000,0.0006,INERTIAL,8.8624,24.3942,2.9552,-179.5402,2.0632,179.2892,0.5702,0.8558,nan
151.096000,0.0006,INERTIAL,8.8624,24.3942,2.9574,-179.5459,2.0627,179.2892,0.5702,0.8558,nan
151.100000,0.0056,INERTIAL,8.8657,24.4032,2.9576,-179.5514,2.0624,179.3167,0.5709,0.8539,nan
151.108000,0.0056,INERTIAL,8.8657,24.4032,2.9581,-179.5623,2.0618,179.3167,0.5709,0.8539,nan
151.112000,0.0056,INERTIAL,8.8657,24.4032,2.9583,-179.5678,2.0614,179.3167,0.5709,0.8539,nan
151.116000,0.0056,INERTIAL,8.8657,24.4032,2.9585,-179.5733,2.0611,179.3167,0.5709,0.8539,nan
151.120000,0.0056,INERTIAL,8.8657,24.4032,2.9588,-179.5787,2.0608,179.3443,0.5716,0.8521,nan
151.128000,0.0056,INERTIAL,8.8657,24.4032,2.9592,-179.5897,2.0601,179.3443,0.5716,0.8521,nan
151.132000,0.0056,INERTIAL,8.8657,24.4032,2.9594,-179.5951,2.0598,179.3443,0.5716,0.8521,nan
151.136000,0.0056,INERTIAL,8.8657,24.4032,2.9597,-179.6006,2.0594,179.3443,0.5716,0.8521,nan
151.140000,0.0056,INERTIAL,8.8657,24.4032,2.9599,-179.6061,2.0591,179.3718,0.5722,0.8502,nan
151.148000,0.0056,INERTIAL,8.8657,24.4032,2.9603,-179.6170,2.0584,179.3718,0.5722,0.8502,nan
151.152000,0.0056,INERTIAL,8.8693,24.4130,2.9605,-179.6225,2.0581,179.3718,0.5722,0.8502,nan
151.156000,0.0056,INERTIAL,8.8693,24.4130,2.9623,-179.6283,2.0576,179.3718,0.5722,0.8502,nan
151.160000,0.0056,INERTIAL,8.8693,24.4130,2.9625,-179.6337,2.0572,179.3994,0.5728,0.8483,nan
151.168000,0.0056,INERTIAL,8.8693,24.4130,2.9629,-179.6447,2.0566,179.3994,0.5728,0.8483,nan
151.172000,0.0056,INERTIAL,8.8693,24.4130,2.9631,-179.6501,2.0562,179.3994,0.5728,0.8483,nan
151.176000,0.0056,INERTIAL,8.8693,24.4130,2.9633,-179.6556,2.0559,179.3994,0.5728,0.8483,nan
151.180000,0.0056,INERTIAL,8.8693,24.4130,2.9635,-179.6611,2.0555,179.4270,0.5733,0.8464,nan
151.188000,0.0056,INERTIAL,8.8693,24.4130,2.9639,-179.6720,2.0548,179.4270,0.5733,0.8464,nan
151.192000,0.0056,INERTIAL,8.8693,24.4130,2.9641,-179.6775,2.0545,179.4270,0.5733,0.8464,nan
151.196000,0.0056,INERTIAL,8.8693,24.4130,2.9643,-179.6829,2.0541,179.4270,0.5733,0.8464,nan
151.200000,0.0006,INERTIAL,8.8726,24.4221,2.9645,-179.6884,2.0538,179.4545,0.5738,0.8444,nan
151.208000,0.0006,INERTIAL,8.8726,24.4221,2.9662,-179.6997,2.0530,179.4545,0.5738,0.8444,nan
151.212000,0.0006,INERTIAL,8.8726,24.4221,2.9664,-179.7052,2.0526,179.4545,0.5738,0.8444,nan
151.216000,0.0006,INERTIAL,8.8726,24.4221,2.9666,-179.7106,2.0523,179.4545,0.5738,0.8444,nan
151.220000,0.0006,INERTIAL,8.8726,24.4221,2.9667,-179.7161,2.0519,179.4821,0.5741,0.8424,nan
151.228000,0.0006,INERTIAL,8.8726,24.4221,2.9671,-179.7270,2.0512,179.4821,0.5741,0.8424,nan
151.232000,0.0006,INERTIAL,8.8726,24.4221,2.9672,-179.7325,2.0509,179.4821,0.5741,0.8424,nan
151.236000,0.0006,INERTIAL,8.8726,24.4221,2.9674,-179.7380,2.0505,179.4821,0.5741,0.8424,nan
151.240000,0.0006,INERTIAL,8.8726,24.4221,2.9676,-179.7434,2.0501,179.5096,0.5745,0.8404,nan
151.248000,0.0006,INERTIAL,8.8726,24.4221,2.9711,-179.7547,2.0494,179.5096,0.5745,0.8404,nan
151.252000,0.0206,INERTIAL,8.8761,24.4319,2.9713,-179.7602,2.0490,179.5096,0.5745,0.8404,nan
151.256000,0.0206,INERTIAL,8.8761,24.4319,2.9714,-179.7657,2.0486,179.5096,0.5745,0.8404,nan
151.260000,0.0206,INERTIAL,8.8761,24.4319,2.9716,-179.7711,2.0483,179.5372,0.5748,0.8384,nan
151.268000,0.0206,INERTIAL,8.8761,24.4319,2.9719,-179.7821,2.0475,179.5372,0.5748,0.8384,nan
151.272000,0.0206,INERTIAL,8.8761,24.4319,2.9720,-179.7876,2.0472,179.5372,0.5748,0.8384,nan
151.276000,0.0206,INERTIAL,8.8761,24.4319,2.9722,-179.7930,2.0468,179.5372,0.5748,0.8384,nan
151.280000,0.0206,INERTIAL,8.8761,24.4319,2.9723,-179.7985,2.0464,179.5647,0.5750,0.8363,nan
151.288000,0.0206,INERTIAL,8.8761,24.4319,2.9726,-179.8094,2.0457,179.5647,0.5750,0.8363,nan
151.292000,0.0206,INERTIAL,8.8761,24.4319,2.9727,-179.8149,2.0453,179.5647,0.5750,0.8363,nan
151.296000,0.0206,INERTIAL,8.8761,24.4319,2.9766,-179.8205,2.0450,179.5647,0.5750,0.8363,nan
151.300000,0.0056,INERTIAL,8.8794,24.4410,2.9767,-179.8259,2.0446,179.5922,0.5752,0.8342,nan
151.308000,0.0056,INERTIAL,8.8794,24.4410,2.9770,-179.8369,2.0439,179.5922,0.5752,0.8342,nan
151.312000,0.0056,INERTIAL,8.8794,24.4410,2.9771,-179.8423,2.0435,179.5922,0.5752,0.8342,nan
151.316000,0.0056,INERTIAL,8.8794,24.4410,2.9772,-179.8478,2.0431,179.5922,0.5752,0.8342,nan
151.320000,0.0056,INERTIAL,8.8794,24.4410,2.9773,-179.8533,2.0427,179.6198,0.5753,0.8321,nan
151.328000,0.0056,INERTIAL,8.8794,24.4410,2.9776,-179.8642,2.0420,179.6198,0.5753,0.8321,nan
151.332000,0.0056,INERTIAL,8.8794,24.4410,2.9777,-179.8697,2.0416,179.6198,0.5753,0.8321,nan
151.336000,0.0056,INERTIAL,8.8794,24.4410,2.9778,-179.8751,2.0412,179.6198,0.5753,0.8321,nan
151.340000,0.0056,INERTIAL,8.8794,24.4410,2.9779,-179.8806,2.0408,179.6473,0.5753,0.8300,nan
151.348000,0.0056,INERTIAL,8.8794,24.4410,2.9781,-179.8916,2.0400,179.6473,0.5753,0.8300,nan
151.352000,0.0056,INERTIAL,8.8830,24.4508,2.9782,-179.8971,2.0396,179.6473,0.5753,0.8300,nan
151.356000,0.0056,INERTIAL,8.8830,24.4508,2.9792,-179.9028,2.0393,179.6473,0.5753,0.8300,nan
151.360000,0.0056,INERTIAL,8.8830,24.4508,2.9793,-179.9083,2.0389,179.6749,0.5753,0.8278,nan
151.368000,0.0056,INERTIAL,8.8830,24.4508,2.9795,-179.9192,2.0381,179.6749,0.5753,0.8278,nan
151.372000,0.0056,INERTIAL,8.8830,24.4508,2.9796,-179.9247,2.0377,179.6749,0.5753,0.8278,nan
151.376000,0.0056,INERTIAL,8.8830,24.4508,2.9796,-179.9301,2.0374,179.6749,0.5753,0.8278,nan
151.380000,0.0056,INERTIAL,8.8830,24.4508,2.9797,-179.9356,2.0370,179.7024,0.5753,0.8257,nan
151.388000,0.0056,INERTIAL,8.8830,24.4508,2.9825,-179.9467,2.0365,179.7024,0.5753,0.8257,nan
151.392000,0.0056,INERTIAL,8.8830,24.4508,2.9826,-179.9522,2.0361,179.7024,0.5753,0.8257,nan
151.396000,0.0056,INERTIAL,8.8830,24.4508,2.9827,-179.9577,2.0357,179.7024,0.5753,0.8257,nan
151.400000,0.0006,INERTIAL,8.8863,24.4599,2.9828,-179.9631,2.0353,179.7300,0.5752,0.8235,nan
151.408000,0.0006,INERTIAL,8.8863,24.4599,2.9829,-179.9740,2.0345,179.7300,0.5752,0.8235,nan
151.412000,0.0006,INERTIAL,8.8863,24.4599,2.9830,-179.9795,2.0341,179.7300,0.5752,0.8235,nan
151.416000,0.0006,INERTIAL,8.8863,24.4599,2.9830,-179.9850,2.0337,179.7300,0.5752,0.8235,nan
151.420000,0.0006,INERTIAL,8.8863,24.4599,2.9831,-179.9904,2.0333,179.7575,0.5750,0.8213,nan
151.428000,0.0006,INERTIAL,8.8863,24.4599,2.9832,-180.0014,2.0325,179.7575,0.5750,0.8213,nan
151.432000,0.0006,INERTIAL,8.8863,24.4599,2.9833,-180.0068,2.0321,179.7575,0.5750,0.8213,nan
151.436000,0.0006,INERTIAL,8.8863,24.4599,2.9833,-180.0123,2.0317,179.7575,0.5750,0.8213,nan
151.440000,0.0006,INERTIAL,8.8863,24.4599,2.9834,-180.0178,2.0313,179.7851,0.5748,0.8191,nan
151.448000,0.0006,INERTIAL,8.8863,24.4599,2.9869,-180.0290,2.0307,179.7851,0.5748,0.8191,nan
151.452000,0.0006,INERTIAL,8.8898,24.4697,2.9869,-180.0344,2.0303,179.7851,0.5748,0.8191,nan
151.456000,0.0006,INERTIAL,8.8898,24.4697,2.9870,-180.0399,2.0299,179.7851,0.5748,0.8191,nan
151.460000,0.0006,INERTIAL,8.8898,24.4697,2.9870,-180.0454,2.0295,179.8126,0.5745,0.8169,nan
151.468000,0.0006,INERTIAL,8.8898,24.4697,2.9871,-180.0563,2.0287,179.8126,0.5745,0.8169,nan
151.472000,0.0006,INERTIAL,8.8898,24.4697,2.9871,-180.0618,2.0283,179.8126,0.5745,0.8169,nan
151.476000,0.0006,INERTIAL,8.8898,24.4697,2.9871,-180.0672,2.0279,179.8126,0.5745,0.8169,nan
151.480000,0.0006,INERTIAL,8.8898,24.4697,2.9872,-180.0727,2.0275,179.8402,0.5741,0.8146,nan
151.488000,0.0006,INERTIAL,8.8898,24.4697,2.9872,-180.0836,2.0267,179.8402,0.5741,0.8146,nan
151.492000,0.0006,INERTIAL,8.8898,24.4697,2.9872,-180.0891,2.0263,179.8402,0.5741,0.8146,nan
151.496000,0.0006,INERTIAL,8.8898,24.4697,2.9873,-180.0946,2.0259,179.8402,0.5741,0.8146,nan
151.500000,0.0006,INERTIAL,8.8931,24.4787,2.9874,-180.1001,2.0255,179.8677,0.5738,0.8124,nan
151.508000,0.0006,INERTIAL,8.8931,24.4787,2.9916,-180.1116,2.0249,179.8677,0.5738,0.8124,nan
151.512000,0.0006,INERTIAL,8.8931,24.4787,2.9916,-180.1171,2.0245,179.8677,0.5738,0.8124,nan
151.516000,0.0006,INERTIAL,8.8931,24.4787,2.9917,-180.1225,2.0241,179.8677,0.5738,0.8124,nan
151.520000,0.0006,INERTIAL,8.8931,24.4787,2.9917,-180.1280,2.0237,179.8953,0.5733,0.8101,nan
151.528000,0.0006,INERTIAL,8.8931,24.4787,2.9917,-180.1389,2.0228,179.8953,0.5733,0.8101,nan
151.532000,0.0006,INERTIAL,8.8931,24.4787,2.9917,-180.1444,2.0224,179.8953,0.5733,0.8101,nan
151.536000,0.0006,INERTIAL,8.8931,24.4787,2.9917,-180.1499,2.0220,179.8953,0.5733,0.8101,nan
151.540000,0.0006,INERTIAL,8.8931,24.4787,2.9912,-180.1555,2.0216,179.9228,0.5728,0.8078,nan
151.548000,0.0006,INERTIAL,8.8931,24.4787,2.9947,-180.1668,2.0209,179.9228,0.5728,0.8078,nan
151.552000,0.0056,INERTIAL,8.8967,24.4886,2.9947,-180.1723,2.0205,179.9228,0.5728,0.8078,nan
151.556000,0.0056,INERTIAL,8.8967,24.4886,2.9947,-180.1777,2.0201,179.9228,0.5728,0.8078,nan
151.560000,0.0056,INERTIAL,8.8967,24.4886,2.9947,-180.1832,2.0197,179.9504,0.5722,0.8055,nan
151.568000,0.0056,INERTIAL,8.8967,24.4886,2.9946,-180.1941,2.0188,179.9504,0.5722,0.8055,nan
151.572000,0.0056,INERTIAL,8.8967,24.4886,2.9946,-180.1996,2.0184,179.9504,0.5722,0.8055,nan
151.576000,0.0056,INERTIAL,8.8967,24.4886,2.9946,-180.2051,2.0180,179.9504,0.5722,0.8055,nan
151.580000,0.0056,INERTIAL,8.8967,24.4886,2.9945,-180.2105,2.0176,179.9504,0.5722,0.8055,nan
151.588000,0.0056,INERTIAL,8.8967,24.4886,2.9945,-180.2215,2.0167,179.9779,0.5716,0.8032,nan
151.592000,0.0056,INERTIAL,8.8967,24.4886,2.9945,-180.2269,2.0163,179.9779,0.5716,0.8032,nan
151.596000,0.0056,INERTIAL,8.8967,24.4886,2.9933,-180.2343,2.0159,179.9779,0.5716,0.8032,nan
151.600000,0.0056,INERTIAL,8.9000,24.4977,2.9964,-180.2401,2.0157,180.0054,0.5709,0.8008,nan
151.608000,0.0056,INERTIAL,8.9000,24.4977,2.9963,-180.2511,2.0149,180.0054,0.5709,0.8008,nan
151.612000,0.0056,INERTIAL,8.9000,24.4977,2.9963,-180.2566,2.0145,180.0054,0.5709,0.8008,nan
151.616000,0.0056,INERTIAL,8.9000,24.4977,2.9963,-180.2620,2.0140,180.0054,0.5709,0.8008,nan
151.620000,0.0056,INERTIAL,8.9000,24.4977,2.9962,-180.2675,2.0136,180.0330,0.5702,0.7985,nan
151.628000,0.0056,INERTIAL,8.9000,24.4977,2.9961,-180.2784,2.0128,180.0330,0.5702,0.7985,nan
151.632000,0.0056,INERTIAL,8.9000,24.4977,2.9961,-180.2839,2.0123,180.0330,0.5702,0.7985,nan
151.636000,0.0056,INERTIAL,8.9000,24.4977,2.9960,-180.2894,2.0119,180.0330,0.5702,0.7985,nan
151.640000,0.0056,INERTIAL,8.9000,24.4977,2.9960,-180.2949,2.0115,180.0605,0.5694,0.7962,nan
151.648000,0.0056,INERTIAL,8.9000,24.4977,2.9958,-180.3058,2.0106,180.0605,0.5694,0.7962,nan
151.652000,0.0656,INERTIAL,8.9030,24.5059,2.9954,-180.3118,2.0101,180.0605,0.5694,0.7962,nan
151.656000,0.0656,INERTIAL,8.9030,24.5059,2.9996,-180.3177,2.0098,180.0605,0.5694,0.7962,nan
151.660000,0.0656,INERTIAL,8.9030,24.5059,2.9996,-180.3232,2.0093,180.0881,0.5686,0.7938,nan
151.668000,0.0656,INERTIAL,8.9030,24.5059,2.9994,-180.3342,2.0085,180.0881,0.5686,0.7938,nan
151.672000,0.0656,INERTIAL,8.9030,24.5059,2.9994,-180.3396,2.0080,180.0881,0.5686,0.7938,nan
151.676000,0.0656,INERTIAL,8.9030,24.5059,2.9993,-180.3451,2.0076,180.0881,0.5686,0.7938,nan
151.680000,0.0656,INERTIAL,8.9030,24.5059,2.9992,-180.3506,2.0072,180.1156,0.5677,0.7914,nan
151.688000,0.0656,INERTIAL,8.9030,24.5059,2.9991,-180.3615,2.0063,180.1156,0.5677,0.7914,nan
151.692000,0.0656,INERTIAL,8.9030,24.5059,2.9990,-180.3670,2.0059,180.1156,0.5677,0.7914,nan
151.696000,0.0656,INERTIAL,8.9030,24.5059,3.0033,-180.3729,2.0055,180.1156,0.5677,0.7914,nan
151.700000,0.0006,INERTIAL,8.9070,24.5169,3.0032,-180.3783,2.0051,180.1432,0.5667,0.7891,nan
151.708000,0.0006,INERTIAL,8.9070,24.5169,3.0030,-180.3893,2.0042,180.1432,0.5667,0.7891,nan
151.712000,0.0006,INERTIAL,8.9070,24.5169,3.0029,-180.3948,2.0038,180.1432,0.5667,0.7891,nan
151.716000,0.0006,INERTIAL,8.9070,24.5169,3.0028,-180.4002,2.0034,180.1432,0.5667,0.7891,nan
151.720000,0.0006,INERTIAL,8.9070,24.5169,3.0027,-180.4057,2.0029,180.1707,0.5657,0.7867,nan
151.728000,0.0006,INERTIAL,8.9070,24.5169,3.0025,-180.4166,2.0021,180.1707,0.5657,0.7867,nan
151.732000,0.0006,INERTIAL,8.9070,24.5169,3.0024,-180.4221,2.0016,180.1707,0.5657,0.7867,nan
151.736000,0.0006,INERTIAL,8.9070,24.5169,3.0023,-180.4276,2.0012,180.1707,0.5657,0.7867,nan
151.740000,0.0006,INERTIAL,8.9070,24.5169,3.0022,-180.4331,2.0008,180.1983,0.5647,0.7843,nan
151.748000,0.0006,INERTIAL,8.9070,24.5169,3.0066,-180.4445,2.0002,180.1983,0.5647,0.7843,nan
151.752000,0.0006,INERTIAL,8.9106,24.5267,3.0065,-180.4500,1.9998,180.1983,0.5647,0.7843,nan
151.756000,0.0006,INERTIAL,8.9106,24.5267,3.0064,-180.4555,1.9994,180.1983,0.5647,0.7843,nan
151.760000,0.0006,INERTIAL,8.9106,24.5267,3.0062,-180.4609,1.9989,180.1983,0.5647,0.7843,nan
151.768000,0.0006,INERTIAL,8.9106,24.5267,3.0060,-180.4719,1.9980,180.2258,0.5635,0.7819,nan
151.772000,0.0006,INERTIAL,8.9106,24.5267,3.0059,-180.4774,1.9976,180.2258,0.5635,0.7819,nan
151.776000,0.0006,INERTIAL,8.9106,24.5267,3.0057,-180.4828,1.9972,180.2258,0.5635,0.7819,nan
151.780000,0.0006,INERTIAL,8.9106,24.5267,3.0056,-180.4883,1.9967,180.2533,0.5624,0.7795,nan
151.788000,0.0006,INERTIAL,8.9106,24.5267,3.0054,-180.4993,1.9959,180.2533,0.5624,0.7795,nan
151.792000,0.0006,INERTIAL,8.9106,24.5267,3.0052,-180.5047,1.9954,180.2533,0.5624,0.7795,nan
151.796000,0.0006,INERTIAL,8.9106,24.5267,3.0051,-180.5102,1.9950,180.2533,0.5624,0.7795,nan
151.800000,0.0006,INERTIAL,8.9138,24.5357,3.0049,-180.5157,1.9946,180.2809,0.5611,0.7771,nan
151.808000,0.0006,INERTIAL,8.9138,24.5357,3.0073,-180.5271,1.9941,180.2809,0.5611,0.7771,nan
151.812000,0.0006,INERTIAL,8.9138,24.5357,3.0072,-180.5325,1.9937,180.2809,0.5611,0.7771,nan
151.816000,0.0006,INERTIAL,8.9138,24.5357,3.0070,-180.5380,1.9932,180.2809,0.5611,0.7771,nan
151.820000,0.0006,INERTIAL,8.9138,24.5357,3.0069,-180.5435,1.9928,180.3084,0.5599,0.7747,nan
151.828000,0.0006,INERTIAL,8.9138,24.5357,3.0066,-180.5544,1.9919,180.3084,0.5599,0.7747,nan
151.832000,0.0006,INERTIAL,8.9138,24.5357,3.0064,-180.5599,1.9915,180.3084,0.5599,0.7747,nan
151.836000,0.0006,INERTIAL,8.9138,24.5357,3.0063,-180.5654,1.9910,180.3084,0.5599,0.7747,nan
151.840000,0.0006,INERTIAL,8.9138,24.5357,3.0061,-180.5709,1.9906,180.3360,0.5585,0.7723,nan
151.848000,0.0006,INERTIAL,8.9138,24.5357,3.0079,-180.5823,1.9900,180.3360,0.5585,0.7723,nan
151.852000,0.0106,INERTIAL,8.9174,24.5456,3.0077,-180.5877,1.9896,180.3360,0.5585,0.7723,nan
151.856000,0.0106,INERTIAL,8.9174,24.5456,3.0076,-180.5932,1.9891,180.3360,0.5585,0.7723,nan
151.860000,0.0106,INERTIAL,8.9174,24.5456,3.0074,-180.5987,1.9887,180.3635,0.5571,0.7699,nan
151.868000,0.0106,INERTIAL,8.9174,24.5456,3.0071,-180.6096,1.9878,180.3635,0.5571,0.7699,nan
151.872000,0.0106,INERTIAL,8.9174,24.5456,3.0069,-180.6151,1.9874,180.3635,0.5571,0.7699,nan
151.876000,0.0106,INERTIAL,8.9174,24.5456,3.0067,-180.6206,1.9870,180.3635,0.5571,0.7699,nan
151.880000,0.0106,INERTIAL,8.9174,24.5456,3.0065,-180.6261,1.9865,180.3911,0.5557,0.7675,nan
151.888000,0.0106,INERTIAL,8.9174,24.5456,3.0062,-180.6370,1.9857,180.3911,0.5557,0.7675,nan
151.892000,0.0106,INERTIAL,8.9174,24.5456,3.0060,-180.6425,1.9852,180.3911,0.5557,0.7675,nan
151.896000,0.0106,INERTIAL,8.9174,24.5456,3.0058,-180.6480,1.9848,180.3911,0.5557,0.7675,nan
151.900000,0.0106,INERTIAL,8.9207,24.5547,3.0056,-180.6534,1.9843,180.3911,0.5557,0.7675,nan
151.908000,0.0106,INERTIAL,8.9207,24.5547,3.0085,-180.6649,1.9839,180.4186,0.5542,0.7651,nan
151.912000,0.0106,INERTIAL,8.9207,24.5547,3.0083,-180.6704,1.9835,180.4186,0.5542,0.7651,nan
151.916000,0.0106,INERTIAL,8.9207,24.5547,3.0081,-180.6759,1.9830,180.4186,0.5542,0.7651,nan
151.920000,0.0106,INERTIAL,8.9207,24.5547,3.0079,-180.6814,1.9826,180.4462,0.5526,0.7627,nan
151.928000,0.0106,INERTIAL,8.9207,24.5547,3.0075,-180.6923,1.9817,180.4462,0.5526,0.7627,nan
151.932000,0.0106,INERTIAL,8.9207,24.5547,3.0073,-180.6978,1.9813,180.4462,0.5526,0.7627,nan
151.936000,0.0106,INERTIAL,8.9207,24.5547,3.0071,-180.7033,1.9808,180.4462,0.5526,0.7627,nan
151.940000,0.0106,INERTIAL,8.9207,24.5547,3.0069,-180.7088,1.9804,180.4737,0.5510,0.7603,nan
151.948000,0.0106,INERTIAL,8.9207,24.5547,3.0064,-180.7197,1.9795,180.4737,0.5510,0.7603,nan
151.952000,0.0156,INERTIAL,8.9243,24.5645,3.0062,-180.7252,1.9791,180.4737,0.5510,0.7603,nan
151.956000,0.0156,INERTIAL,8.9243,24.5645,3.0074,-180.7311,1.9791,180.4737,0.5510,0.7603,nan
151.960000,0.0156,INERTIAL,8.9243,24.5645,3.0072,-180.7366,1.9786,180.4737,0.5510,0.7603,nan
151.968000,0.0156,INERTIAL,8.9243,24.5645,3.0068,-180.7476,1.9778,180.5012,0.5493,0.7579,nan
151.972000,0.0156,INERTIAL,8.9243,24.5645,3.0065,-180.7530,1.9773,180.5012,0.5493,0.7579,nan
151.976000,0.0156,INERTIAL,8.9243,24.5645,3.0063,-180.7585,1.9769,180.5012,0.5493,0.7579,nan
151.980000,0.0156,INERTIAL,8.9243,24.5645,3.0061,-180.7640,1.9765,180.5288,0.5476,0.7555,nan
151.988000,0.0156,INERTIAL,8.9243,24.5645,3.0056,-180.7749,1.9756,180.5288,0.5476,0.7555,nan
151.992000,0.0156,INERTIAL,8.9243,24.5645,3.0054,-180.7804,1.9751,180.5288,0.5476,0.7555,nan
151.996000,0.0156,INERTIAL,8.9243,24.5645,3.0051,-180.7859,1.9747,180.5288,0.5476,0.7555,nan
152.000000,0.0006,INERTIAL,8.9276,24.5736,3.0049,-180.7914,1.9743,180.5563,0.5458,0.7531,nan
152.008000,0.0006,INERTIAL,8.9276,24.5736,3.0060,-180.8027,1.9739,180.5563,0.5458,0.7531,nan
152.012000,0.0006,INERTIAL,8.9276,24.5736,3.0057,-180.8082,1.9734,180.5563,0.5458,0.7531,nan
152.016000,0.0006,INERTIAL,8.9276,24.5736,3.0055,-180.8137,1.9730,180.5563,0.5458,0.7531,nan
152.020000,0.0006,INERTIAL,8.9276,24.5736,3.0052,-180.8191,1.9726,180.5839,0.5440,0.7508,nan
152.028000,0.0006,INERTIAL,8.9276,24.5736,3.0047,-180.8301,1.9717,180.5839,0.5440,0.7508,nan
152.032000,0.0006,INERTIAL,8.9276,24.5736,3.0044,-180.8356,1.9713,180.5839,0.5440,0.7508,nan
152.036000,0.0006,INERTIAL,8.9276,24.5736,3.0042,-180.8410,1.9708,180.5839,0.5440,0.7508,nan
152.040000,0.0006,INERTIAL,8.9276,24.5736,3.0039,-180.8465,1.9704,180.6114,0.5421,0.7484,nan
152.048000,0.0006,INERTIAL,8.9276,24.5736,3.0034,-180.8575,1.9696,180.6114,0.5421,0.7484,nan
152.052000,0.0106,INERTIAL,8.9312,24.5834,3.0031,-180.8631,1.9691,180.6114,0.5421,0.7484,nan
152.056000,0.0106,INERTIAL,8.9312,24.5834,3.0049,-180.8689,1.9689,180.6114,0.5421,0.7484,nan
152.060000,0.0106,INERTIAL,8.9312,24.5834,3.0047,-180.8744,1.9685,180.6390,0.5402,0.7460,nan
152.068000,0.0106,INERTIAL,8.9312,24.5834,3.0041,-180.8853,1.9676,180.6390,0.5402,0.7460,nan
152.072000,0.0106,INERTIAL,8.9312,24.5834,3.0038,-180.8908,1.9672,180.6390,0.5402,0.7460,nan
152.076000,0.0106,INERTIAL,8.9312,24.5834,3.0036,-180.8963,1.9667,180.6390,0.5402,0.7460,nan
152.080000,0.0106,INERTIAL,8.9312,24.5834,3.0033,-180.9017,1.9663,180.6665,0.5382,0.7437,nan
152.088000,0.0106,INERTIAL,8.9312,24.5834,3.0027,-180.9127,1.9655,180.6665,0.5382,0.7437,nan
152.092000,0.0106,INERTIAL,8.9312,24.5834,3.0024,-180.9182,1.9650,180.6665,0.5382,0.7437,nan
152.096000,0.0106,INERTIAL,8.9312,24.5834,3.0021,-180.9236,1.9646,180.6665,0.5382,0.7437,nan
152.100000,0.0206,INERTIAL,8.9345,24.5925,3.0018,-180.9291,1.9642,180.6940,0.5362,0.7413,nan
152.108000,0.0206,INERTIAL,8.9345,24.5925,3.0007,-180.9404,1.9635,180.6940,0.5362,0.7413,nan
152.112000,0.0206,INERTIAL,8.9345,24.5925,3.0004,-180.9459,1.9630,180.6940,0.5362,0.7413,nan
152.116000,0.0206,INERTIAL,8.9345,24.5925,3.0001,-180.9514,1.9626,180.6940,0.5362,0.7413,nan
152.120000,0.0206,INERTIAL,8.9345,24.5925,2.9998,-180.9569,1.9622,180.7216,0.5341,0.7389,nan
152.128000,0.0206,INERTIAL,8.9345,24.5925,2.9992,-180.9678,1.9613,180.7216,0.5341,0.7389,nan
152.132000,0.0206,INERTIAL,8.9345,24.5925,2.9988,-180.9733,1.9609,180.7216,0.5341,0.7389,nan
152.136000,0.0206,INERTIAL,8.9345,24.5925,2.9985,-180.9788,1.9605,180.7216,0.5341,0.7389,nan
152.140000,0.0206,INERTIAL,8.9345,24.5925,2.9982,-180.9842,1.9601,180.7491,0.5319,0.7366,nan
