t,est_x,est_y,est_z,gt_x,gt_y,gt_z,herr,hpl_op,hpl_dalc,ellipse_yaw,trust,state,nees,sep,latency,fault
1781044831.4886,9.9212,0.5528,1.1985,9.9758,0.4791,1.2000,0.0917,0.1469,0.4042,1.570796,0.9750,NOMINAL,2.3376,0.1677,nan,0
1781044831.5387,10.1176,0.5072,1.1835,10.0513,0.4730,1.2000,0.0746,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.7175,0.1177,nan,0
1781044831.5885,10.1801,0.4333,1.1651,10.1261,0.4668,1.2000,0.0635,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.8781,0.0561,nan,0
1781044831.6384,10.2799,0.5075,1.1527,10.2008,0.4604,1.2000,0.0921,0.1469,0.4042,1.570796,0.8950,NOMINAL,3.7555,0.1323,nan,0
1781044831.6890,10.3316,0.3921,1.2280,10.2759,0.4539,1.2000,0.0833,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.4184,0.0385,nan,0
1781044831.7386,10.3877,0.4514,1.1828,10.3513,0.4473,1.2000,0.0366,0.1469,0.4042,1.570796,0.9650,NOMINAL,0.5582,0.0810,nan,0
1781044831.7887,10.4145,0.4517,1.1787,10.4259,0.4406,1.2000,0.0159,0.1469,0.4042,1.570796,0.9650,NOMINAL,0.3540,0.0927,nan,0
1781044831.8383,10.5136,0.4528,1.2091,10.5009,0.4338,1.2000,0.0228,0.1469,0.4042,1.570796,0.9950,NOMINAL,0.1970,0.0988,nan,0
1781044831.8883,10.6339,0.3844,1.1775,10.5756,0.4268,1.2000,0.0720,0.1469,0.4042,1.570796,0.9750,NOMINAL,1.7583,0.0476,nan,0
1781044831.9384,10.7094,0.4169,1.2018,10.6512,0.4197,1.2000,0.0584,0.1469,0.4042,1.570796,0.9750,NOMINAL,0.9478,0.0754,nan,0
1781044831.9885,10.8085,0.4196,1.1540,10.7258,0.4125,1.2000,0.0831,0.1469,0.4042,1.570796,0.9900,NOMINAL,3.2409,0.0994,nan,0
1781044832.0384,10.6749,0.4313,1.2674,10.8007,0.4052,1.2000,0.1285,0.1469,0.4042,1.570796,0.9400,NOMINAL,7.4301,0.1962,nan,0
1781044832.0885,10.7846,0.3169,1.1803,10.8755,0.3978,1.2000,0.1217,0.1469,0.4042,1.570796,0.9400,NOMINAL,4.3541,0.1199,nan,0
1781044832.1384,10.9607,0.3444,1.2282,10.9510,0.3902,1.2000,0.0468,0.1469,0.4042,1.570796,0.9800,NOMINAL,1.1059,0.0452,nan,0
1781044832.1884,11.0263,0.4055,1.2352,11.0260,0.3826,1.2000,0.0229,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.9214,0.1007,nan,0
1781044832.2383,11.1012,0.4311,1.1703,11.1009,0.3748,1.2000,0.0563,0.1469,0.4042,1.570796,0.9850,NOMINAL,1.4334,0.1389,nan,0
1781044832.2883,11.1055,0.3478,1.2058,11.1758,0.3670,1.2000,0.0729,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.4968,0.1168,nan,0
1781044832.3386,11.1874,0.3721,1.2017,11.2509,0.3590,1.2000,0.0648,0.1469,0.4042,1.570796,0.9850,NOMINAL,1.1692,0.1436,nan,0
1781044832.3884,11.2395,0.5078,1.2134,11.3258,0.3509,1.2000,0.1791,0.1469,0.4042,1.570796,0.9850,NOMINAL,9.0184,0.2594,nan,0
1781044832.4382,11.4963,0.3828,1.2205,11.4013,0.3427,1.2000,0.1031,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.2153,0.1203,nan,0
1781044832.4886,11.5113,0.3173,1.2325,11.4759,0.3345,1.2000,0.0394,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.0920,0.0534,nan,0
1781044832.5383,11.5806,0.3301,1.2409,11.5511,0.3261,1.2000,0.0298,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.2924,0.0799,nan,0
1781044832.5891,11.6448,0.2883,1.1656,11.6257,0.3177,1.2000,0.0351,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.0805,0.0460,nan,0
1781044832.6384,11.6550,0.3173,1.2146,11.7010,0.3092,1.2000,0.0467,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.7400,0.1305,nan,0
1781044832.6886,11.8049,0.3034,1.1752,11.7756,0.3006,1.2000,0.0295,0.1469,0.4042,1.570796,0.9500,NOMINAL,0.6258,0.0735,nan,0
1781044832.7385,11.8362,0.2171,1.1551,11.8513,0.2918,1.2000,0.0763,0.1469,0.4042,1.570796,0.9500,NOMINAL,2.8773,0.0754,nan,0
1781044832.7885,11.9133,0.3189,1.2015,11.9257,0.2831,1.2000,0.0379,0.1469,0.4042,1.570796,0.9950,NOMINAL,0.4003,0.1200,nan,0
1781044832.8383,11.9858,0.1783,1.1709,12.0010,0.2742,1.2000,0.0971,0.1469,0.4042,1.570796,0.9900,NOMINAL,3.1508,0.0816,nan,0
1781044832.8885,12.0164,0.2561,1.2239,12.0757,0.2654,1.2000,0.0600,0.1469,0.4042,1.570796,0.9950,NOMINAL,1.3573,0.1235,nan,0
1781044832.9384,12.1079,0.3078,1.1821,12.1508,0.2563,1.2000,0.0670,0.1469,0.4042,1.570796,0.9750,NOMINAL,1.4493,0.0292,nan,0
1781044832.9886,12.2027,0.2231,1.1726,12.2257,0.2473,1.2000,0.0334,0.1469,0.4042,1.570796,0.9750,NOMINAL,0.7800,0.0733,nan,0
1781044833.0385,12.3350,0.1718,1.1734,12.3012,0.2381,1.2000,0.0743,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.9766,0.1224,nan,0
1781044833.0885,12.3723,0.2231,1.2066,12.3762,0.2288,1.2000,0.0070,0.1469,0.4042,1.570796,0.9300,NOMINAL,0.0411,0.0589,nan,0
1781044833.1383,12.5386,0.3113,1.2353,12.4507,0.2196,1.2000,0.1270,0.1469,0.4042,1.570796,1.0000,NOMINAL,5.2600,0.1112,nan,0
1781044833.1884,12.4875,0.2134,1.1700,12.5255,0.2103,1.2000,0.0381,0.1469,0.4042,1.570796,0.9900,NOMINAL,0.9674,0.0449,nan,0
1781044833.2386,12.5898,0.2230,1.1971,12.6011,0.2009,1.2000,0.0248,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.1764,0.0227,nan,0
1781044833.2885,12.7208,0.1864,1.1986,12.6759,0.1914,1.2000,0.0452,0.1469,0.4042,1.570796,0.9450,NOMINAL,0.5676,0.0893,nan,0
1781044833.3387,12.6737,0.2446,1.2185,12.7507,0.1819,1.2000,0.0993,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.9521,0.0670,nan,0
1781044833.3888,12.8627,0.0458,1.1860,12.8258,0.1724,1.2000,0.1319,0.1469,0.4042,1.570796,1.0000,NOMINAL,4.9518,0.1850,nan,0
1781044833.4386,12.8346,0.2224,1.1668,12.9011,0.1627,1.2000,0.0893,0.1469,0.4042,1.570796,0.9650,NOMINAL,2.9065,0.0556,nan,0
1781044833.4889,12.9489,0.2367,1.0971,12.9756,0.1532,1.2000,0.0877,0.1469,0.4042,1.570796,0.9650,NOMINAL,8.7523,0.0366,nan,0
1781044833.5384,13.0542,0.1034,1.1718,13.0509,0.1434,1.2000,0.0402,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.9479,0.0866,nan,0
1781044833.5887,13.1301,0.1603,1.1560,13.1259,0.1337,1.2000,0.0269,0.1469,0.4042,1.570796,0.9950,NOMINAL,1.4099,0.0379,nan,0
1781044833.6382,13.2499,0.0646,1.1727,13.2008,0.1239,1.2000,0.0770,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.1131,0.1217,nan,0
1781044833.6885,13.2864,0.2302,1.1430,13.2757,0.1142,1.2000,0.1166,0.1469,0.4042,1.570796,1.0000,NOMINAL,5.8077,0.0778,nan,0
1781044833.7384,13.4167,0.1037,1.1440,13.3507,0.1043,1.2000,0.0660,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.1708,0.0912,nan,0
1781044833.7889,13.4126,0.0983,1.1863,13.4258,0.0945,1.2000,0.0138,0.1469,0.4042,1.570796,0.9650,NOMINAL,0.1693,0.0468,nan,0
1781044833.8385,13.5609,0.1450,1.2116,13.5009,0.0846,1.2000,0.0852,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.1006,0.0734,nan,0
1781044833.8886,13.5390,0.0647,1.2042,13.5756,0.0747,1.2000,0.0379,0.1469,0.4042,1.570796,0.9700,NOMINAL,0.4109,0.0602,nan,0
1781044833.9384,13.6830,0.0528,1.1427,13.6508,0.0647,1.2000,0.0344,0.1469,0.4042,1.570796,0.9700,NOMINAL,2.3803,0.0745,nan,0
1781044833.9886,13.6843,-0.0305,1.2470,13.7255,0.0548,1.2000,0.0948,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.8784,0.1368,nan,0
1781044834.0384,13.8765,0.1005,1.2182,13.8008,0.0448,1.2000,0.0940,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.6621,0.0871,nan,0
1781044834.0886,13.8033,-0.0278,1.1993,13.8758,0.0348,1.2000,0.0958,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.5521,0.1242,nan,0
1781044834.1385,13.8646,-0.0110,1.2461,13.9506,0.0249,1.2000,0.0932,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.7402,0.1161,nan,0
1781044834.1886,14.0019,-0.0262,1.2497,14.0260,0.0148,1.2000,0.0476,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.1748,0.0954,nan,0
1781044834.2386,14.0635,-0.0773,1.1557,14.1009,0.0048,1.2000,0.0903,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.4900,0.1387,nan,0
1781044834.2885,14.1829,-0.0509,1.1848,14.1756,-0.0051,1.2000,0.0464,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.7421,0.1063,nan,0
1781044834.3383,14.2321,0.0472,1.1818,14.2510,-0.0152,1.2000,0.0652,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.3883,0.0137,nan,0
1781044834.3884,14.2214,0.0783,1.2019,14.3257,-0.0251,1.2000,0.1469,0.1469,0.4042,1.570796,0.9950,NOMINAL,5.9957,0.0944,nan,0
1781044834.4383,14.3993,0.0066,1.2038,14.4009,-0.0351,1.2000,0.0417,0.1469,0.4042,1.570796,0.9950,NOMINAL,0.4931,0.0161,nan,0
1781044834.4887,14.4534,-0.0186,1.1914,14.4757,-0.0451,1.2000,0.0346,0.1469,0.4042,1.570796,0.9600,NOMINAL,0.3782,0.0339,nan,0
1781044834.5386,14.4966,-0.0160,1.1921,14.5509,-0.0551,1.2000,0.0669,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.2829,0.0535,nan,0
1781044834.5885,14.6668,-0.0737,1.2388,14.6260,-0.0651,1.2000,0.0416,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.4240,0.0933,nan,0
1781044834.6384,14.6765,0.0445,1.1066,14.7014,-0.0750,1.2000,0.1221,0.1469,0.4042,1.570796,0.9850,NOMINAL,9.5899,0.0608,nan,0
1781044834.6884,14.7536,-0.1099,1.2603,14.7756,-0.0848,1.2000,0.0333,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.5789,0.0904,nan,0
1781044834.7385,14.8026,-0.1103,1.1956,14.8510,-0.0948,1.2000,0.0508,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.7293,0.0923,nan,0
1781044834.7886,14.9469,-0.0569,1.2334,14.9258,-0.1046,1.2000,0.0522,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.4529,0.0428,nan,0
1781044834.8384,15.0226,-0.1514,1.2150,15.0011,-0.1145,1.2000,0.0427,0.1469,0.4042,1.570796,0.9600,NOMINAL,0.6482,0.1060,nan,0
1781044834.8891,15.1111,-0.1676,1.1863,15.0757,-0.1242,1.2000,0.0560,0.1469,0.4042,1.570796,0.9850,NOMINAL,0.9896,0.1238,nan,0
1781044834.9385,15.2260,-0.0698,1.1379,15.1515,-0.1341,1.2000,0.0985,0.1469,0.4042,1.570796,0.9700,NOMINAL,5.1062,0.0282,nan,0
1781044834.9884,15.2354,-0.1599,1.1840,15.2258,-0.1437,1.2000,0.0188,0.1469,0.4042,1.570796,0.9750,NOMINAL,0.2585,0.1108,nan,0
1781044835.0385,15.2931,-0.1732,1.1455,15.3013,-0.1535,1.2000,0.0214,0.1469,0.4042,1.570796,0.9750,NOMINAL,1.9800,0.1356,nan,0
1781044835.0887,15.2494,-0.1778,1.2969,15.3759,-0.1631,1.2000,0.1273,0.1469,0.4042,1.570796,0.9850,NOMINAL,10.3719,0.2268,nan,0
1781044835.1383,15.4750,-0.1285,1.2072,15.4509,-0.1727,1.2000,0.0504,0.1469,0.4042,1.570796,0.9550,NOMINAL,0.7368,0.0795,nan,0
1781044835.1887,15.5044,-0.2842,1.1841,15.5257,-0.1822,1.2000,0.1042,0.1469,0.4042,1.570796,0.9550,NOMINAL,3.1711,0.1936,nan,0
1781044835.2382,15.5249,-0.1479,1.2020,15.6010,-0.1918,1.2000,0.0878,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.1457,0.1790,nan,0
1781044835.2886,15.7143,-0.1189,1.1761,15.6757,-0.2012,1.2000,0.0908,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.6477,0.0553,nan,0
1781044835.3384,15.6552,-0.1833,1.2379,15.7509,-0.2106,1.2000,0.0995,0.1469,0.4042,1.570796,0.9700,NOMINAL,3.6516,0.1993,nan,0
1781044835.3887,15.7884,-0.3347,1.2580,15.8258,-0.2199,1.2000,0.1207,0.1469,0.4042,1.570796,1.0000,NOMINAL,6.1553,0.2095,nan,0
1781044835.4385,15.8436,-0.1673,1.2102,15.9009,-0.2292,1.2000,0.0843,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.0379,0.1583,nan,0
1781044835.4885,16.0337,-0.3055,1.2208,15.9758,-0.2384,1.2000,0.0886,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.4533,0.1225,nan,0
1781044835.5385,15.9825,-0.2158,1.1684,16.0509,-0.2475,1.2000,0.0754,0.1469,0.4042,1.570796,0.9550,NOMINAL,2.2010,0.1689,nan,0
1781044835.5886,16.1359,-0.3150,1.2124,16.1258,-0.2566,1.2000,0.0593,0.1469,0.4042,1.570796,0.9650,NOMINAL,1.0737,0.1313,nan,0
1781044835.6384,16.1681,-0.1908,1.2072,16.2008,-0.2656,1.2000,0.0816,0.1469,0.4042,1.570796,0.9150,NOMINAL,1.8821,0.1337,nan,0
1781044835.6884,16.2948,-0.2547,1.2476,16.2759,-0.2746,1.2000,0.0274,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.6224,0.0690,nan,0
1781044835.7382,16.3867,-0.2538,1.1356,16.3509,-0.2834,1.2000,0.0465,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.1899,0.0621,nan,0
1781044835.7885,16.3786,-0.2802,1.2214,16.4255,-0.2921,1.2000,0.0483,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.9356,0.1313,nan,0
1781044835.8386,16.5014,-0.3387,1.1930,16.5010,-0.3009,1.2000,0.0378,0.1469,0.4042,1.570796,0.9800,NOMINAL,0.4285,0.1236,nan,0
1781044835.8889,16.5736,-0.2844,1.1425,16.5760,-0.3095,1.2000,0.0252,0.1469,0.4042,1.570796,0.9750,NOMINAL,2.2447,0.0826,nan,0
1781044835.9385,16.6180,-0.2199,1.1916,16.6510,-0.3180,1.2000,0.1035,0.1469,0.4042,1.570796,0.9700,NOMINAL,3.0209,0.1372,nan,0
1781044835.9884,16.7402,-0.4260,1.2142,16.7258,-0.3264,1.2000,0.1006,0.1469,0.4042,1.570796,0.9650,NOMINAL,2.9375,0.1557,nan,0
1781044836.0385,16.7401,-0.4432,1.2163,16.8009,-0.3348,1.2000,0.1243,0.1469,0.4042,1.570796,0.9650,NOMINAL,4.4568,0.2125,nan,0
1781044836.0886,16.8213,-0.4502,1.2843,16.8756,-0.3430,1.2000,0.1202,0.1469,0.4042,1.570796,0.9650,NOMINAL,8.4537,0.1972,nan,0
1781044836.1386,16.9597,-0.3286,1.1863,16.9509,-0.3512,1.2000,0.0242,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.2802,0.0810,nan,0
1781044836.1888,17.0223,-0.3648,1.1786,17.0264,-0.3593,1.2000,0.0068,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.2990,0.0889,nan,0
1781044836.2385,17.0781,-0.2260,1.1524,17.1007,-0.3672,1.2000,0.1430,0.1469,0.4042,1.570796,0.9850,NOMINAL,7.0974,0.1487,nan,0
1781044836.2886,17.1134,-0.2979,1.1819,17.1758,-0.3751,1.2000,0.0992,0.1469,0.4042,1.570796,0.9850,NOMINAL,2.9397,0.1366,nan,0
1781044836.3383,17.2422,-0.3702,1.1351,17.2508,-0.3828,1.2000,0.0153,0.1469,0.4042,1.570796,0.9500,NOMINAL,2.6958,0.0951,nan,0
1781044836.3888,17.3355,-0.3713,1.2135,17.3259,-0.3905,1.2000,0.0214,0.1469,0.4042,1.570796,0.9500,NOMINAL,0.2403,0.0609,nan,0
1781044836.4387,17.4540,-0.3588,1.2251,17.4010,-0.3980,1.2000,0.0660,0.1469,0.4042,1.570796,0.9800,NOMINAL,1.6033,0.0268,nan,0
1781044836.4885,17.5164,-0.4356,1.2399,17.4759,-0.4054,1.2000,0.0505,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.7026,0.0733,nan,0
1781044836.5385,17.5472,-0.4818,1.2230,17.5509,-0.4127,1.2000,0.0691,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.6570,0.1336,nan,0
1781044836.5885,17.6603,-0.3696,1.1590,17.6258,-0.4199,1.2000,0.0610,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.0857,0.0288,nan,0
1781044836.6385,17.6899,-0.5126,1.2724,17.7007,-0.4270,1.2000,0.0863,0.1469,0.4042,1.570796,0.9900,NOMINAL,5.3420,0.1498,nan,0
1781044836.6887,17.7311,-0.3624,1.1849,17.7757,-0.4340,1.2000,0.0843,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.1187,0.1086,nan,0
1781044836.7385,17.7666,-0.4686,1.2024,17.8509,-0.4408,1.2000,0.0888,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.1916,0.1698,nan,0
1781044836.7886,17.9709,-0.4312,1.2456,17.9257,-0.4475,1.2000,0.0480,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.9400,0.0249,nan,0
1781044836.8384,18.0915,-0.5092,1.1798,18.0006,-0.4541,1.2000,0.1062,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.3887,0.0934,nan,0
1781044836.8885,17.9766,-0.5881,1.1658,18.0756,-0.4606,1.2000,0.1614,0.1469,0.4042,1.570796,0.9500,NOMINAL,7.9717,0.2263,nan,0
1781044836.9383,18.1150,-0.4951,1.2455,18.1507,-0.4670,1.2000,0.0455,0.1469,0.4042,1.570796,0.9900,NOMINAL,1.8668,0.0000,nan,0
1781044836.9884,18.1597,-0.4197,1.1468,18.2256,-0.4732,1.2000,0.0848,0.1469,0.4042,1.570796,0.9650,NOMINAL,3.7691,0.0819,nan,0
1781044837.0384,18.3038,-0.3979,1.1734,18.3007,-0.4793,1.2000,0.0814,0.1469,0.4042,1.570796,0.9700,NOMINAL,2.2808,0.1158,nan,0
1781044837.0883,18.3734,-0.5220,1.2168,18.3755,-0.4852,1.2000,0.0369,0.1469,0.4042,1.570796,0.9650,NOMINAL,0.5538,0.0483,nan,0
1781044837.1385,18.4600,-0.5034,1.2308,18.4506,-0.4910,1.2000,0.0156,0.1469,0.4042,1.570796,0.9650,NOMINAL,0.6610,0.0457,nan,0
1781044837.1885,18.5113,-0.4549,1.1777,18.5257,-0.4967,1.2000,0.0442,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.8513,0.0768,nan,0
1781044837.2382,18.6842,-0.4830,1.1304,18.6007,-0.5022,1.2000,0.0857,0.1469,0.4042,1.570796,0.9900,NOMINAL,5.0665,0.1260,nan,0
1781044837.2884,18.6706,-0.5468,1.1954,18.6756,-0.5076,1.2000,0.0395,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.4466,0.0449,nan,0
1781044837.3385,18.6904,-0.5676,1.2075,18.7508,-0.5129,1.2000,0.0815,0.1469,0.4042,1.570796,0.9400,NOMINAL,1.8790,0.0387,nan,0
1781044837.3885,18.8365,-0.4757,1.2316,18.8257,-0.5180,1.2000,0.0437,0.1469,0.4042,1.570796,0.9400,NOMINAL,1.1524,0.0902,nan,0
1781044837.4384,18.7827,-0.5458,1.2169,18.9009,-0.5230,1.2000,0.1204,0.1469,0.4042,1.570796,0.9550,NOMINAL,4.2040,0.0860,nan,0
1781044837.4885,18.9740,-0.4374,1.2383,18.9756,-0.5278,1.2000,0.0904,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.1868,0.1253,nan,0
1781044837.5384,19.1194,-0.4208,1.1587,19.0506,-0.5325,1.2000,0.1312,0.1469,0.4042,1.570796,1.0000,NOMINAL,5.8450,0.1713,nan,0
1781044837.5882,19.1857,-0.5870,1.1745,19.1255,-0.5370,1.2000,0.0782,0.1469,0.4042,1.570796,0.9850,NOMINAL,2.1030,0.1095,nan,0
1781044837.6385,19.1921,-0.5794,1.1351,19.2007,-0.5414,1.2000,0.0389,0.1469,0.4042,1.570796,1.0000,NOMINAL,3.0511,0.0256,nan,0
1781044837.6883,19.2489,-0.5138,1.2398,19.2755,-0.5456,1.2000,0.0415,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.4705,0.0608,nan,0
1781044837.7384,19.2422,-0.5741,1.2605,19.3508,-0.5497,1.2000,0.1113,0.1469,0.4042,1.570796,0.9250,NOMINAL,5.7266,0.0772,nan,0
1781044837.7884,19.4774,-0.4979,1.1713,19.4255,-0.5537,1.2000,0.0761,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.1264,0.1275,nan,0
1781044837.8383,19.5180,-0.6821,1.1839,19.5007,-0.5574,1.2000,0.1259,0.1469,0.4042,1.570796,1.0000,NOMINAL,4.5647,0.1095,nan,0
1781044837.8884,19.5589,-0.6636,1.2464,19.5755,-0.5611,1.2000,0.1039,0.1469,0.4042,1.570796,1.0000,NOMINAL,4.3417,0.0820,nan,0
1781044837.9384,19.5834,-0.5952,1.2052,19.6508,-0.5645,1.2000,0.0741,0.1469,0.4042,1.570796,0.9600,NOMINAL,1.5416,0.0367,nan,0
1781044837.9884,19.8025,-0.6056,1.1750,19.7258,-0.5678,1.2000,0.0855,0.1469,0.4042,1.570796,0.9600,NOMINAL,2.4221,0.1233,nan,0
1781044838.0384,19.7821,-0.5723,1.1756,19.8008,-0.5710,1.2000,0.0187,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.4711,0.0289,nan,0
1781044838.0886,19.8426,-0.6441,1.1812,19.8757,-0.5740,1.2000,0.0775,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.8893,0.0452,nan,0
1781044838.1382,20.0074,-0.6040,1.2267,19.9509,-0.5768,1.2000,0.0627,0.1469,0.4042,1.570796,0.9650,NOMINAL,1.5373,0.0885,nan,0
1781044838.1887,20.0869,-0.6180,1.1737,20.0256,-0.5795,1.2000,0.0723,0.1469,0.4042,1.570796,0.9550,NOMINAL,1.8842,0.1088,nan,0
1781044838.2384,20.0761,-0.5034,1.2679,20.1007,-0.5820,1.2000,0.0824,0.1469,0.4042,1.570796,0.9500,NOMINAL,4.7639,0.1074,nan,0
1781044838.2884,20.1255,-0.6666,1.1429,20.1755,-0.5843,1.2000,0.0963,0.1469,0.4042,1.570796,0.9500,NOMINAL,4.6155,0.0540,nan,0
1781044838.3383,20.1704,-0.6214,1.2189,20.2508,-0.5865,1.2000,0.0876,0.1469,0.4042,1.570796,0.9750,NOMINAL,2.3560,0.0478,nan,0
1781044838.3886,20.2514,-0.6392,1.2282,20.3256,-0.5886,1.2000,0.0898,0.1469,0.4042,1.570796,0.9850,NOMINAL,2.7399,0.0341,nan,0
1781044838.4386,20.4560,-0.5770,1.1906,20.4007,-0.5904,1.2000,0.0569,0.1469,0.4042,1.570796,0.9850,NOMINAL,0.9552,0.0984,nan,0
1781044838.4883,20.4977,-0.6380,1.1903,20.4757,-0.5921,1.2000,0.0509,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.7780,0.0729,nan,0
1781044838.5383,20.5874,-0.5543,1.2807,20.5508,-0.5937,1.2000,0.0537,0.1469,0.4042,1.570796,0.9350,NOMINAL,4.8681,0.0986,nan,0
1781044838.5884,20.6307,-0.4870,1.1834,20.6257,-0.5950,1.2000,0.1081,0.1469,0.4042,1.570796,0.9350,NOMINAL,3.4197,0.1476,nan,0
1781044838.6384,20.6462,-0.5731,1.1825,20.7007,-0.5962,1.2000,0.0591,0.1469,0.4042,1.570796,0.9250,NOMINAL,1.1636,0.0567,nan,0
1781044838.6884,20.7218,-0.5904,1.1702,20.7756,-0.5973,1.2000,0.0543,0.1469,0.4042,1.570796,0.9750,NOMINAL,1.3737,0.0368,nan,0
1781044838.7384,20.7643,-0.5987,1.2221,20.8507,-0.5981,1.2000,0.0864,0.1469,0.4042,1.570796,0.9750,NOMINAL,2.3794,0.0585,nan,0
1781044838.7885,20.9587,-0.6475,1.1906,20.9258,-0.5988,1.2000,0.0587,0.1469,0.4042,1.570796,0.9800,NOMINAL,1.0134,0.0863,nan,0
1781044838.8384,21.0248,-0.5495,1.2274,21.0007,-0.5994,1.2000,0.0554,0.1469,0.4042,1.570796,0.9050,NOMINAL,1.3232,0.1006,nan,0
1781044838.8884,21.0508,-0.6073,1.2388,21.0756,-0.5997,1.2000,0.0259,0.1469,0.4042,1.570796,0.9050,NOMINAL,1.1287,0.0353,nan,0
1781044838.9384,21.1351,-0.6023,1.1915,21.1510,-0.6000,1.2000,0.0161,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.1165,0.0000,nan,0
1781044838.9884,21.1969,-0.6400,1.2185,21.2256,-0.6000,1.2000,0.0493,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.8875,0.0375,nan,0
1781044839.0384,21.4063,-0.6128,1.1029,21.3006,-0.5999,1.2000,0.1064,0.1469,0.4042,1.570796,1.0000,NOMINAL,9.0446,0.1223,nan,0
1781044839.0884,21.4277,-0.6140,1.2215,21.3758,-0.5996,1.2000,0.0539,0.1469,0.4042,1.570796,0.9700,NOMINAL,1.0969,0.0839,nan,0
1781044839.1383,21.5119,-0.6168,1.2416,21.4508,-0.5991,1.2000,0.0636,0.1469,0.4042,1.570796,1.0000,NOMINAL,2.2030,0.0796,nan,0
1781044839.1885,21.5090,-0.6510,1.2245,21.5255,-0.5985,1.2000,0.0550,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.2154,0.0516,nan,0
1781044839.2382,21.6679,-0.6561,1.2655,21.6009,-0.5977,1.2000,0.0889,0.1469,0.4042,1.570796,1.0000,NOMINAL,4.8744,0.1005,nan,0
1781044839.2883,21.6464,-0.6527,1.2020,21.6757,-0.5967,1.2000,0.0632,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.1107,0.0522,nan,0
1781044839.3383,21.7048,-0.6308,1.2081,21.7507,-0.5956,1.2000,0.0578,0.1469,0.4042,1.570796,1.0000,NOMINAL,0.9694,0.0420,nan,0
1781044839.3884,21.8771,-0.6205,1.1898,21.8256,-0.5943,1.2000,0.0578,0.1469,0.4042,1.570796,0.9850,NOMINAL,0.9922,0.0874,nan,0
1781044839.4382,21.9066,-0.5793,1.2528,21.9009,-0.5929,1.2000,0.0147,0.1469,0.4042,1.570796,1.0000,NOMINAL,1.8023,0.0295,nan,0
1781044839.4886,22.0581,-0.6576,1.1107,21.9758,-0.5912,1.2000,0.1057,0.1469,0.4042,1.570796,1.0000,NOMINAL,8.0835,0.1309,nan,0
